location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
per,mkt,monthly,vw_cap,na,75,na,2018-04-30,0.0312508447
per,mkt,monthly,vw_cap,na,81,na,2018-05-31,-0.002105827
per,mkt,monthly,vw_cap,na,80,na,2018-06-30,-0.023395877
per,mkt,monthly,vw_cap,na,89,na,2018-07-31,0.0118194487
per,mkt,monthly,vw_cap,na,114,na,2018-08-31,-0.037911679
per,mkt,monthly,vw_cap,na,114,na,2018-09-30,-0.007254992
per,mkt,monthly,vw_cap,na,116,na,2018-10-31,-0.04479019
per,mkt,monthly,vw_cap,na,116,na,2018-11-30,0.0030679734
per,mkt,monthly,vw_cap,na,115,na,2018-12-31,0.005722278
per,mkt,monthly,vw_cap,na,115,na,2019-01-31,0.0500427709
per,mkt,monthly,vw_cap,na,115,na,2019-02-28,0.0308801896
per,mkt,monthly,vw_cap,na,114,na,2019-03-31,0.0099427572
per,mkt,monthly,vw_cap,na,112,na,2019-04-30,0.007227123
per,mkt,monthly,vw_cap,na,112,na,2019-05-31,-0.042732887
per,mkt,monthly,vw_cap,na,111,na,2019-06-30,0.0425953443
per,mkt,monthly,vw_cap,na,110,na,2019-07-31,-0.024819352
per,mkt,monthly,vw_cap,na,111,na,2019-08-31,-0.047837701
per,mkt,monthly,vw_cap,na,111,na,2019-09-30,0.0257337968
per,mkt,monthly,vw_cap,na,111,na,2019-10-31,0.0235545308
per,mkt,monthly,vw_cap,na,111,na,2019-11-30,-0.022057939
per,mkt,monthly,vw_cap,na,112,na,2019-12-31,0.0500703857
per,mkt,monthly,vw_cap,na,111,na,2020-01-31,-0.01801701
per,mkt,monthly,vw_cap,na,111,na,2020-02-29,-0.067453835
per,mkt,monthly,vw_cap,na,110,na,2020-03-31,-0.132737849
per,mkt,monthly,vw_cap,na,110,na,2020-04-30,0.0163063242
per,mkt,monthly,vw_cap,na,110,na,2020-05-31,-0.01153702
per,mkt,monthly,vw_cap,na,111,na,2020-06-30,0.0220968388
per,mkt,monthly,vw_cap,na,111,na,2020-07-31,-0.041682827
per,mkt,monthly,vw_cap,na,111,na,2020-08-31,0.0071686598
per,mkt,monthly,vw_cap,na,111,na,2020-09-30,0.0050034206
per,mkt,monthly,vw_cap,na,111,na,2020-10-31,-0.03944913
per,mkt,monthly,vw_cap,na,111,na,2020-11-30,0.1015211656
per,mkt,monthly,vw_cap,na,111,na,2020-12-31,0.0329126243
per,mkt,monthly,vw_cap,na,110,na,2021-01-31,0.0154911235
per,mkt,monthly,vw_cap,na,109,na,2021-02-28,0.0289660222
per,mkt,monthly,vw_cap,na,109,na,2021-03-31,-0.059477701
per,mkt,monthly,vw_cap,na,108,na,2021-04-30,-0.133760555
per,mkt,monthly,vw_cap,na,107,na,2021-05-31,0.0163284234
per,mkt,monthly,vw_cap,na,107,na,2021-06-30,-0.099792041
per,mkt,monthly,vw_cap,na,108,na,2021-07-31,-0.107841368
per,mkt,monthly,vw_cap,na,107,na,2021-08-31,-0.023593132
per,mkt,monthly,vw_cap,na,107,na,2021-09-30,0.0411936837
per,mkt,monthly,vw_cap,na,107,na,2021-10-31,0.1519891177
per,mkt,monthly,vw_cap,na,107,na,2021-11-30,0.0315145566
per,mkt,monthly,vw_cap,na,107,na,2021-12-31,0.0517655866
per,mkt,monthly,vw_cap,na,107,na,2022-01-31,0.1450352565
