location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
per,at_turnover,monthly,vw_cap,1,61,24,2021-04-30,0.045780489639357
per,at_turnover,monthly,vw_cap,1,59,23,2021-05-31,-0.0718834080749504
per,at_turnover,monthly,vw_cap,1,59,23,2021-06-30,0.0742794518959657
per,at_turnover,monthly,vw_cap,1,60,23,2021-07-31,0.0357404513501057
per,at_turnover,monthly,vw_cap,1,62,20,2021-08-31,-0.0604850255285508
per,at_turnover,monthly,vw_cap,1,62,20,2021-09-30,0.0306305645671483
per,at_turnover,monthly,vw_cap,1,54,26,2021-10-31,-0.0318261082515843
per,at_turnover,monthly,vw_cap,1,62,29,2021-11-30,0.0543033248757484
per,at_turnover,monthly,vw_cap,1,62,29,2021-12-31,0.0271145657496581
per,at_turnover,monthly,vw_cap,1,62,29,2022-01-31,0.0372507472573584
per,at_turnover,monthly,vw_cap,1,63,29,2022-02-28,0.0127011348680173
per,at_turnover,monthly,vw_cap,1,63,29,2022-03-31,-0.107710594622841
per,at_turnover,monthly,vw_cap,1,63,29,2022-04-30,0.0698076374701111
per,at_turnover,monthly,vw_cap,1,64,29,2022-05-31,-0.00041482566739786
per,at_turnover,monthly,vw_cap,1,63,29,2022-06-30,0.0271272649502387
per,at_turnover,monthly,vw_cap,1,63,29,2022-07-31,0.0171172006835176
per,at_turnover,monthly,vw_cap,1,66,32,2022-08-31,0.0456817549600785
per,at_turnover,monthly,vw_cap,1,66,32,2022-09-30,0.0541636952444732
per,at_turnover,monthly,vw_cap,1,66,32,2022-10-31,-0.0464635991129975
per,at_turnover,monthly,vw_cap,1,62,30,2022-11-30,0.00886840333759667
per,at_turnover,monthly,vw_cap,1,61,30,2022-12-31,0.0959666735008308
per,at_turnover,monthly,vw_cap,1,60,30,2023-01-31,-0.0212381357322603
per,at_turnover,monthly,vw_cap,1,51,20,2023-02-28,0.0497507790376818
per,at_turnover,monthly,vw_cap,1,59,20,2023-03-31,-0.0216691785379066
per,at_turnover,monthly,vw_cap,1,51,20,2023-04-30,0.0242374103074747
per,at_turnover,monthly,vw_cap,1,58,22,2023-05-31,-0.000880158723303551
per,at_turnover,monthly,vw_cap,1,58,22,2023-06-30,-0.0534272257124083
per,at_turnover,monthly,vw_cap,1,58,22,2023-07-31,0.100990349373569
per,at_turnover,monthly,vw_cap,1,53,20,2023-08-31,0.0276819539217595
per,at_turnover,monthly,vw_cap,1,53,20,2023-09-30,0.0438881828705807
per,at_turnover,monthly,vw_cap,1,59,20,2023-10-31,0.0599241991439465
per,at_turnover,monthly,vw_cap,1,58,21,2023-11-30,0.017346037774245
per,at_turnover,monthly,vw_cap,1,58,21,2023-12-31,-0.0606261466101396
per,at_turnover,monthly,vw_cap,1,60,21,2024-01-31,0.0258541634988935
per,at_turnover,monthly,vw_cap,1,56,21,2024-02-29,-0.0637058163941165
per,at_turnover,monthly,vw_cap,1,61,30,2024-03-31,-0.0101483900612588
per,at_turnover,monthly,vw_cap,1,61,30,2024-04-30,-0.0272116460539999
per,at_turnover,monthly,vw_cap,1,65,32,2024-05-31,-0.00581932410937652
per,at_turnover,monthly,vw_cap,1,60,22,2024-06-30,0.00123843247952512
per,at_turnover,monthly,vw_cap,1,55,22,2024-07-31,-0.0430371145710029
per,at_turnover,monthly,vw_cap,1,52,23,2024-08-31,-0.0196665112758109
per,at_turnover,monthly,vw_cap,1,52,23,2024-09-30,-0.0256844871663384
per,at_turnover,monthly,vw_cap,1,52,23,2024-10-31,-0.0494393339634315
per,at_turnover,monthly,vw_cap,1,55,26,2024-11-30,-0.267018650068482
per,at_turnover,monthly,vw_cap,1,55,26,2024-12-31,0.0166252705706755
per,be_gr1a,monthly,vw_cap,-1,18,8,2005-05-31,0.0285168610616912
per,be_gr1a,monthly,vw_cap,-1,39,18,2006-07-31,-0.0864001388162351
per,be_gr1a,monthly,vw_cap,-1,34,7,2006-08-31,0.0531058912914861
per,be_gr1a,monthly,vw_cap,-1,32,7,2006-09-30,0.0984056931082256
per,be_gr1a,monthly,vw_cap,-1,31,7,2006-10-31,0.0586732607375735
per,be_gr1a,monthly,vw_cap,-1,30,5,2006-11-30,-0.0633184266924145
per,be_gr1a,monthly,vw_cap,-1,30,5,2006-12-31,-0.0533185872547317
per,be_gr1a,monthly,vw_cap,-1,40,16,2007-01-31,0.0617364735369597
per,be_gr1a,monthly,vw_cap,-1,40,19,2007-02-28,-0.0226047773094226
per,be_gr1a,monthly,vw_cap,-1,30,8,2007-03-31,-0.0901489863959304
per,be_gr1a,monthly,vw_cap,-1,31,8,2007-04-30,-0.0509618794857574
per,be_gr1a,monthly,vw_cap,-1,24,11,2007-05-31,0.120514669339394
per,be_gr1a,monthly,vw_cap,-1,25,12,2007-06-30,-0.0960670246503883
per,be_gr1a,monthly,vw_cap,-1,24,12,2007-07-31,-0.00550599706128417
per,be_gr1a,monthly,vw_cap,-1,34,12,2007-08-31,0.0435862534962923
per,be_gr1a,monthly,vw_cap,-1,36,16,2007-09-30,-0.0829992461290007
per,be_gr1a,monthly,vw_cap,-1,36,16,2007-10-31,-0.0606915093152018
per,be_gr1a,monthly,vw_cap,-1,36,14,2007-11-30,0.0922648381992271
per,be_gr1a,monthly,vw_cap,-1,45,22,2007-12-31,0.0708374298370041
per,be_gr1a,monthly,vw_cap,-1,39,16,2008-01-31,0.0113645971306852
per,be_gr1a,monthly,vw_cap,-1,35,13,2008-02-29,-0.105298890883007
per,be_gr1a,monthly,vw_cap,-1,35,15,2008-03-31,0.0136868652793398
per,be_gr1a,monthly,vw_cap,-1,36,16,2008-04-30,0.00941423880464183
per,be_gr1a,monthly,vw_cap,-1,50,15,2008-05-31,0.0166066843683089
per,be_gr1a,monthly,vw_cap,-1,50,15,2008-06-30,-0.0180808393513986
per,be_gr1a,monthly,vw_cap,-1,48,17,2008-07-31,0.0389090306115883
per,be_gr1a,monthly,vw_cap,-1,45,16,2008-08-31,-0.01183046658282
per,be_gr1a,monthly,vw_cap,-1,44,15,2008-09-30,-0.0284776734204733
per,be_gr1a,monthly,vw_cap,-1,45,15,2008-10-31,0.199687152204558
per,be_gr1a,monthly,vw_cap,-1,44,20,2008-11-30,-0.0827735350481603
per,be_gr1a,monthly,vw_cap,-1,43,18,2008-12-31,-0.00990326877674302
per,be_gr1a,monthly,vw_cap,-1,41,18,2009-01-31,-0.0292426084290051
per,be_gr1a,monthly,vw_cap,-1,43,21,2009-02-28,-0.00804062611345146
per,be_gr1a,monthly,vw_cap,-1,46,23,2009-03-31,0.0820249763607383
per,be_gr1a,monthly,vw_cap,-1,45,21,2009-04-30,0.0311066149231651
per,be_gr1a,monthly,vw_cap,-1,42,14,2009-05-31,-0.153507262817789
per,be_gr1a,monthly,vw_cap,-1,38,15,2009-06-30,0.148825788394753
per,be_gr1a,monthly,vw_cap,-1,42,18,2009-07-31,-0.0235655196374884
per,be_gr1a,monthly,vw_cap,-1,43,19,2009-08-31,-0.00843131169303436
per,be_gr1a,monthly,vw_cap,-1,44,17,2009-09-30,-0.146578499174484
per,be_gr1a,monthly,vw_cap,-1,46,16,2009-10-31,-0.0515202351811698
per,be_gr1a,monthly,vw_cap,-1,50,24,2009-11-30,0.00396674055572486
per,be_gr1a,monthly,vw_cap,-1,50,22,2009-12-31,0.0104751999754091
per,be_gr1a,monthly,vw_cap,-1,52,25,2010-01-31,-0.00971410587959284
per,be_gr1a,monthly,vw_cap,-1,46,20,2010-02-28,-0.0842780460892537
per,be_gr1a,monthly,vw_cap,-1,48,21,2010-03-31,0.114079590951341
per,be_gr1a,monthly,vw_cap,-1,45,22,2010-04-30,-0.0437614847817598
per,be_gr1a,monthly,vw_cap,-1,44,18,2010-05-31,-0.0965688979277914
per,be_gr1a,monthly,vw_cap,-1,42,17,2010-06-30,-0.0731393293789665
per,be_gr1a,monthly,vw_cap,-1,40,17,2010-07-31,-0.0320386155669567
per,be_gr1a,monthly,vw_cap,-1,40,15,2010-08-31,0.00680433321828144
per,be_gr1a,monthly,vw_cap,-1,39,15,2010-09-30,-0.0342003263454162
per,be_gr1a,monthly,vw_cap,-1,42,15,2010-10-31,-0.104287059029032
per,be_gr1a,monthly,vw_cap,-1,52,17,2010-11-30,0.0277724105992664
per,be_gr1a,monthly,vw_cap,-1,52,18,2010-12-31,0.0398908094546375
per,be_gr1a,monthly,vw_cap,-1,52,18,2011-01-31,0.0381200217142388
per,be_gr1a,monthly,vw_cap,-1,48,18,2011-02-28,-0.105619065505054
per,be_gr1a,monthly,vw_cap,-1,45,16,2011-03-31,0.0258051798526436
per,be_gr1a,monthly,vw_cap,-1,41,16,2011-04-30,-0.0331227793156326
per,be_gr1a,monthly,vw_cap,-1,36,9,2011-05-31,0.0093707791177894
per,be_gr1a,monthly,vw_cap,-1,45,14,2011-06-30,0.00140234546891949
per,be_gr1a,monthly,vw_cap,-1,41,9,2011-07-31,-0.0711442999918864
per,be_gr1a,monthly,vw_cap,-1,41,13,2011-08-31,-0.0360462117077617
per,be_gr1a,monthly,vw_cap,-1,41,15,2011-09-30,0.0716748512792905
per,be_gr1a,monthly,vw_cap,-1,37,18,2011-10-31,0.0536821854457386
per,be_gr1a,monthly,vw_cap,-1,51,20,2011-11-30,-0.00605673560683219
per,be_gr1a,monthly,vw_cap,-1,52,21,2011-12-31,-0.0126353316123367
per,be_gr1a,monthly,vw_cap,-1,57,25,2012-01-31,-0.060382095446824
per,be_gr1a,monthly,vw_cap,-1,52,22,2012-02-29,0.0277823714582179
per,be_gr1a,monthly,vw_cap,-1,52,20,2012-03-31,0.0520086366951303
per,be_gr1a,monthly,vw_cap,-1,50,17,2012-04-30,0.021973386676109
per,be_gr1a,monthly,vw_cap,-1,46,14,2012-05-31,0.0179378030197164
per,be_gr1a,monthly,vw_cap,-1,46,15,2012-06-30,0.0210008151512012
per,be_gr1a,monthly,vw_cap,-1,42,14,2012-07-31,0.00353901314361868
per,be_gr1a,monthly,vw_cap,-1,46,15,2012-08-31,0.0255358926432409
per,be_gr1a,monthly,vw_cap,-1,53,17,2012-09-30,-0.0576465760990713
per,be_gr1a,monthly,vw_cap,-1,50,15,2012-10-31,0.0109394728793766
per,be_gr1a,monthly,vw_cap,-1,46,17,2012-11-30,0.0835721195705165
per,be_gr1a,monthly,vw_cap,-1,46,18,2012-12-31,0.0282689775543352
per,be_gr1a,monthly,vw_cap,-1,46,17,2013-01-31,0.123490570105593
per,be_gr1a,monthly,vw_cap,-1,49,20,2013-02-28,0.057106508488552
per,be_gr1a,monthly,vw_cap,-1,43,18,2013-03-31,0.0410031781954795
per,be_gr1a,monthly,vw_cap,-1,44,18,2013-04-30,0.0628143865763597
per,be_gr1a,monthly,vw_cap,-1,40,18,2013-05-31,-0.00558054958329186
per,be_gr1a,monthly,vw_cap,-1,36,16,2013-06-30,-0.00626125656200932
per,be_gr1a,monthly,vw_cap,-1,34,15,2013-07-31,-0.047038317320962
per,be_gr1a,monthly,vw_cap,-1,42,18,2013-08-31,-0.0315285425161102
per,be_gr1a,monthly,vw_cap,-1,49,20,2013-09-30,0.0352143865172819
per,be_gr1a,monthly,vw_cap,-1,45,20,2013-10-31,-0.0400046675479323
per,be_gr1a,monthly,vw_cap,-1,43,15,2013-11-30,0.0217606760364852
per,be_gr1a,monthly,vw_cap,-1,44,15,2013-12-31,-0.00773017033535734
per,be_gr1a,monthly,vw_cap,-1,39,12,2014-01-31,0.0301441843396936
per,be_gr1a,monthly,vw_cap,-1,40,12,2014-02-28,0.0178790776763292
per,be_gr1a,monthly,vw_cap,-1,43,14,2014-03-31,0.0826964616123818
per,be_gr1a,monthly,vw_cap,-1,51,14,2014-04-30,-0.0445587302153198
per,be_gr1a,monthly,vw_cap,-1,57,19,2014-05-31,-0.0133809374844107
per,be_gr1a,monthly,vw_cap,-1,59,20,2014-06-30,-0.00249599846873303
per,be_gr1a,monthly,vw_cap,-1,57,19,2014-07-31,-0.0390571318164213
per,be_gr1a,monthly,vw_cap,-1,55,20,2014-08-31,0.0591555912352981
per,be_gr1a,monthly,vw_cap,-1,51,19,2014-09-30,-0.000803077984777117
per,be_gr1a,monthly,vw_cap,-1,52,19,2014-10-31,0.0171108572644827
per,be_gr1a,monthly,vw_cap,-1,48,20,2014-11-30,-0.0294660455028365
per,be_gr1a,monthly,vw_cap,-1,48,22,2014-12-31,0.00867632737350477
per,be_gr1a,monthly,vw_cap,-1,45,20,2015-01-31,0.043469800201872
per,be_gr1a,monthly,vw_cap,-1,46,21,2015-02-28,-0.00489892655914791
per,be_gr1a,monthly,vw_cap,-1,46,21,2015-03-31,0.000703447800060396
per,be_gr1a,monthly,vw_cap,-1,45,18,2015-04-30,-0.0727302637931108
per,be_gr1a,monthly,vw_cap,-1,47,16,2015-05-31,0.0204884475545079
per,be_gr1a,monthly,vw_cap,-1,48,18,2015-06-30,0.00806901782373917
per,be_gr1a,monthly,vw_cap,-1,47,18,2015-07-31,0.0165922682216121
per,be_gr1a,monthly,vw_cap,-1,45,15,2015-08-31,0.0420300212662131
per,be_gr1a,monthly,vw_cap,-1,48,17,2015-09-30,0.0208528934003831
per,be_gr1a,monthly,vw_cap,-1,42,15,2015-10-31,-0.0420433665252993
per,be_gr1a,monthly,vw_cap,-1,41,13,2015-11-30,0.00474639175507348
per,be_gr1a,monthly,vw_cap,-1,35,16,2015-12-31,0.0752962533363815
per,be_gr1a,monthly,vw_cap,-1,31,14,2016-01-31,-0.0539839433424492
per,be_gr1a,monthly,vw_cap,-1,39,12,2016-02-29,-0.0269159173753948
per,be_gr1a,monthly,vw_cap,-1,47,18,2016-03-31,0.0782607278393684
per,be_gr1a,monthly,vw_cap,-1,49,19,2016-04-30,0.0186731454961112
per,be_gr1a,monthly,vw_cap,-1,50,17,2016-05-31,-0.0364176288240467
per,be_gr1a,monthly,vw_cap,-1,49,17,2016-06-30,0.0187393113566115
per,be_gr1a,monthly,vw_cap,-1,50,18,2016-07-31,0.0190488941702828
per,be_gr1a,monthly,vw_cap,-1,53,17,2016-08-31,0.0640988096478113
per,be_gr1a,monthly,vw_cap,-1,53,17,2016-09-30,0.00312933441346213
per,be_gr1a,monthly,vw_cap,-1,55,18,2016-10-31,0.0307097857243406
per,be_gr1a,monthly,vw_cap,-1,58,23,2016-11-30,-0.0313996155846981
per,be_gr1a,monthly,vw_cap,-1,60,23,2016-12-31,-0.0141007435511423
per,be_gr1a,monthly,vw_cap,-1,58,23,2017-01-31,-0.0558717015782054
per,be_gr1a,monthly,vw_cap,-1,58,21,2017-02-28,-0.0229597708673486
per,be_gr1a,monthly,vw_cap,-1,59,21,2017-03-31,0.0719337730930562
per,be_gr1a,monthly,vw_cap,-1,58,21,2017-04-30,-0.0383224257579369
per,be_gr1a,monthly,vw_cap,-1,48,21,2017-05-31,0.0626000562071853
per,be_gr1a,monthly,vw_cap,-1,50,23,2017-06-30,0.0627530217175327
per,be_gr1a,monthly,vw_cap,-1,48,23,2017-07-31,-0.0527278028427531
per,be_gr1a,monthly,vw_cap,-1,53,22,2017-08-31,-0.00367076567687647
per,be_gr1a,monthly,vw_cap,-1,57,26,2017-09-30,0.0284842933742349
per,be_gr1a,monthly,vw_cap,-1,57,26,2017-10-31,-0.0672124481770706
per,be_gr1a,monthly,vw_cap,-1,55,26,2017-11-30,-0.0109275455051816
per,be_gr1a,monthly,vw_cap,-1,54,27,2017-12-31,-0.0328571625409739
per,be_gr1a,monthly,vw_cap,-1,58,29,2018-01-31,0.0570195504025328
per,be_gr1a,monthly,vw_cap,-1,50,24,2018-02-28,-0.0189405545692502
per,be_gr1a,monthly,vw_cap,-1,46,22,2018-03-31,0.00276762957779204
per,be_gr1a,monthly,vw_cap,-1,48,23,2018-04-30,0.021536867207921
per,be_gr1a,monthly,vw_cap,-1,53,26,2018-05-31,-0.00305918267118813
per,be_gr1a,monthly,vw_cap,-1,52,25,2018-06-30,0.00414498564501811
per,be_gr1a,monthly,vw_cap,-1,60,29,2018-07-31,-0.0789599577718177
per,be_gr1a,monthly,vw_cap,-1,88,41,2018-08-31,-0.0397466751624935
per,be_gr1a,monthly,vw_cap,-1,88,41,2018-09-30,0.000157285028755937
per,be_gr1a,monthly,vw_cap,-1,89,41,2018-10-31,0.0343810761965952
per,be_gr1a,monthly,vw_cap,-1,79,28,2018-11-30,-0.0343751700099461
per,be_gr1a,monthly,vw_cap,-1,81,28,2018-12-31,0.0118184545822557
per,be_gr1a,monthly,vw_cap,-1,81,28,2019-01-31,0.00809029248491097
per,be_gr1a,monthly,vw_cap,-1,89,41,2019-02-28,-0.0524074164164351
per,be_gr1a,monthly,vw_cap,-1,88,41,2019-03-31,0.000753422235284386
per,be_gr1a,monthly,vw_cap,-1,86,40,2019-04-30,-0.0179179910759908
per,be_gr1a,monthly,vw_cap,-1,90,36,2019-05-31,-0.0386334040214281
per,be_gr1a,monthly,vw_cap,-1,89,36,2019-06-30,-0.00041047986754994
per,be_gr1a,monthly,vw_cap,-1,87,35,2019-07-31,-0.0336317141948635
per,be_gr1a,monthly,vw_cap,-1,91,29,2019-08-31,0.0286699238464552
per,be_gr1a,monthly,vw_cap,-1,89,29,2019-09-30,-0.0164534076154488
per,be_gr1a,monthly,vw_cap,-1,89,29,2019-10-31,-0.00799244405972018
per,be_gr1a,monthly,vw_cap,-1,79,26,2019-11-30,0.0380753938514098
per,be_gr1a,monthly,vw_cap,-1,80,27,2019-12-31,0.00651917879728632
per,be_gr1a,monthly,vw_cap,-1,89,26,2020-01-31,0.00997889171264279
per,be_gr1a,monthly,vw_cap,-1,91,24,2020-02-29,-0.0409793279883926
per,be_gr1a,monthly,vw_cap,-1,90,24,2020-03-31,0.0354401473745547
per,be_gr1a,monthly,vw_cap,-1,89,23,2020-04-30,0.000941787673311684
per,be_gr1a,monthly,vw_cap,-1,81,27,2020-05-31,-0.0477994732170762
per,be_gr1a,monthly,vw_cap,-1,79,27,2020-06-30,-0.0184209484924768
per,be_gr1a,monthly,vw_cap,-1,79,27,2020-07-31,-0.0449883521826784
per,be_gr1a,monthly,vw_cap,-1,78,26,2020-08-31,0.0232908443665136
per,be_gr1a,monthly,vw_cap,-1,78,26,2020-09-30,0.0263240020833209
per,be_gr1a,monthly,vw_cap,-1,78,26,2020-10-31,-0.000791091744030081
per,be_gr1a,monthly,vw_cap,-1,75,23,2020-11-30,0.124569072032127
per,be_gr1a,monthly,vw_cap,-1,82,20,2020-12-31,0.0175387539555291
per,be_gr1a,monthly,vw_cap,-1,82,20,2021-01-31,-0.0821364744664443
per,be_gr1a,monthly,vw_cap,-1,79,20,2021-02-28,-0.0511795287504128
per,be_gr1a,monthly,vw_cap,-1,81,22,2021-03-31,-0.00285942175330592
per,be_gr1a,monthly,vw_cap,-1,80,22,2021-04-30,-0.0223774420283659
per,be_gr1a,monthly,vw_cap,-1,86,26,2021-05-31,0.0986259261053786
per,be_gr1a,monthly,vw_cap,-1,86,26,2021-06-30,-0.0072309299914554
per,be_gr1a,monthly,vw_cap,-1,85,27,2021-07-31,0.0146031066439632
per,be_gr1a,monthly,vw_cap,-1,79,33,2021-08-31,-0.124816307511934
per,be_gr1a,monthly,vw_cap,-1,78,32,2021-09-30,0.0322276097483017
per,be_gr1a,monthly,vw_cap,-1,80,32,2021-10-31,-0.0694151557158306
per,be_gr1a,monthly,vw_cap,-1,84,30,2021-11-30,-0.189666870795808
per,be_gr1a,monthly,vw_cap,-1,83,33,2021-12-31,-0.0562966474193876
per,be_gr1a,monthly,vw_cap,-1,83,33,2022-01-31,-0.0979781831593904
per,be_gr1a,monthly,vw_cap,-1,81,31,2022-02-28,-0.065468022070108
per,be_gr1a,monthly,vw_cap,-1,80,30,2022-03-31,-0.0386422835669321
per,be_gr1a,monthly,vw_cap,-1,80,30,2022-04-30,0.0648205020492658
per,be_gr1a,monthly,vw_cap,-1,74,28,2022-05-31,0.0551123072407917
per,be_gr1a,monthly,vw_cap,-1,74,28,2022-06-30,-0.02201171564364
per,be_gr1a,monthly,vw_cap,-1,74,28,2022-07-31,0.0640412052347
per,be_gr1a,monthly,vw_cap,-1,74,34,2022-08-31,0.0375803571419478
per,be_gr1a,monthly,vw_cap,-1,74,34,2022-09-30,-0.00663982145719194
per,be_gr1a,monthly,vw_cap,-1,74,34,2022-10-31,-0.0358657721748922
per,be_gr1a,monthly,vw_cap,-1,72,34,2022-11-30,-0.00562043140054486
per,be_gr1a,monthly,vw_cap,-1,70,33,2022-12-31,-0.0565177791270642
per,be_gr1a,monthly,vw_cap,-1,72,32,2023-01-31,-0.0884923847272115
per,be_gr1a,monthly,vw_cap,-1,69,31,2023-02-28,0.017406875361621
per,be_gr1a,monthly,vw_cap,-1,75,37,2023-03-31,-0.0170359391099902
per,be_gr1a,monthly,vw_cap,-1,75,37,2023-04-30,-0.0023727472756962
per,be_gr1a,monthly,vw_cap,-1,79,38,2023-05-31,0.00470415564609474
per,be_gr1a,monthly,vw_cap,-1,79,38,2023-06-30,0.0701708098669378
per,be_gr1a,monthly,vw_cap,-1,78,38,2023-07-31,-0.0232177120290496
per,be_gr1a,monthly,vw_cap,-1,79,32,2023-08-31,-0.0341120485117623
per,be_gr1a,monthly,vw_cap,-1,79,32,2023-09-30,-0.00776570850945238
per,be_gr1a,monthly,vw_cap,-1,79,33,2023-10-31,-0.072422780173708
per,be_gr1a,monthly,vw_cap,-1,75,36,2023-11-30,0.0184798074967336
per,be_gr1a,monthly,vw_cap,-1,75,36,2023-12-31,0.0865572169973067
per,be_gr1a,monthly,vw_cap,-1,75,36,2024-01-31,-0.0376831485905007
per,be_gr1a,monthly,vw_cap,-1,82,38,2024-02-29,0.0300121879831454
per,be_gr1a,monthly,vw_cap,-1,77,38,2024-03-31,0.0356497651025046
per,be_gr1a,monthly,vw_cap,-1,78,39,2024-04-30,-0.0422983165428843
per,be_gr1a,monthly,vw_cap,-1,67,28,2024-05-31,0.00453978225003347
per,be_gr1a,monthly,vw_cap,-1,66,28,2024-06-30,0.00276395813903111
per,be_gr1a,monthly,vw_cap,-1,67,28,2024-07-31,0.0207090839965249
per,be_gr1a,monthly,vw_cap,-1,67,30,2024-08-31,0.0240710732907935
per,be_gr1a,monthly,vw_cap,-1,67,30,2024-09-30,-0.00566494733576084
per,be_gr1a,monthly,vw_cap,-1,67,30,2024-10-31,0.0511815540456257
per,be_gr1a,monthly,vw_cap,-1,79,32,2024-11-30,-0.230978366074547
per,be_gr1a,monthly,vw_cap,-1,77,23,2024-12-31,-0.0127379139142425
per,be_me,monthly,vw_cap,1,38,6,2005-05-31,-0.0590645990322187
per,be_me,monthly,vw_cap,1,45,4,2006-07-31,-0.150688586582589
per,be_me,monthly,vw_cap,1,46,3,2006-08-31,0.0675096291667365
per,be_me,monthly,vw_cap,1,46,4,2006-09-30,0.0398407335536361
per,be_me,monthly,vw_cap,1,45,4,2006-10-31,0.0225353727703729
per,be_me,monthly,vw_cap,1,43,6,2006-11-30,0.0162430087738557
per,be_me,monthly,vw_cap,1,43,8,2006-12-31,0.0688335640799905
per,be_me,monthly,vw_cap,1,40,9,2007-01-31,0.0716803090046209
per,be_me,monthly,vw_cap,1,39,8,2007-02-28,-0.0146045464480263
per,be_me,monthly,vw_cap,1,41,9,2007-03-31,0.0298804614815902
per,be_me,monthly,vw_cap,1,40,9,2007-04-30,-0.0797406943727934
per,be_me,monthly,vw_cap,1,44,11,2007-05-31,-0.0220317708230689
per,be_me,monthly,vw_cap,1,47,9,2007-06-30,-0.0634443322568864
per,be_me,monthly,vw_cap,1,45,7,2007-07-31,0.0292681851726452
per,be_me,monthly,vw_cap,1,54,7,2007-08-31,0.0199235014880036
per,be_me,monthly,vw_cap,1,47,7,2007-09-30,-0.055909654460125
per,be_me,monthly,vw_cap,1,49,7,2007-10-31,-0.0553406640561297
per,be_me,monthly,vw_cap,1,52,12,2007-11-30,0.0638165618569399
per,be_me,monthly,vw_cap,1,54,12,2007-12-31,0.1170339877364
per,be_me,monthly,vw_cap,1,54,13,2008-01-31,-0.100066317908653
per,be_me,monthly,vw_cap,1,50,12,2008-02-29,0.0349970108915588
per,be_me,monthly,vw_cap,1,54,12,2008-03-31,0.0980455015577694
per,be_me,monthly,vw_cap,1,54,13,2008-04-30,0.0588957910734798
per,be_me,monthly,vw_cap,1,52,12,2008-05-31,-0.00754667088735108
per,be_me,monthly,vw_cap,1,56,13,2008-06-30,-0.0470708295653463
per,be_me,monthly,vw_cap,1,53,13,2008-07-31,-0.00614538848140338
per,be_me,monthly,vw_cap,1,51,10,2008-08-31,0.0314133886027916
per,be_me,monthly,vw_cap,1,49,11,2008-09-30,0.0356265457268157
per,be_me,monthly,vw_cap,1,49,10,2008-10-31,0.077866825262319
per,be_me,monthly,vw_cap,1,49,9,2008-11-30,-0.148443268806968
per,be_me,monthly,vw_cap,1,52,10,2008-12-31,-0.09678698777914
per,be_me,monthly,vw_cap,1,49,10,2009-01-31,0.0790964759066237
per,be_me,monthly,vw_cap,1,48,8,2009-02-28,-0.0753040468797993
per,be_me,monthly,vw_cap,1,51,10,2009-03-31,0.00631184190537307
per,be_me,monthly,vw_cap,1,50,11,2009-04-30,-0.0023411402832014
per,be_me,monthly,vw_cap,1,48,11,2009-05-31,-0.0120986359738275
per,be_me,monthly,vw_cap,1,44,8,2009-06-30,0.0457640121339303
per,be_me,monthly,vw_cap,1,47,9,2009-07-31,-0.115379315254706
per,be_me,monthly,vw_cap,1,47,8,2009-08-31,0.0460150476621702
per,be_me,monthly,vw_cap,1,48,8,2009-09-30,0.0217620722832064
per,be_me,monthly,vw_cap,1,46,8,2009-10-31,0.0107982230890233
per,be_me,monthly,vw_cap,1,48,9,2009-11-30,-0.0501865347749487
per,be_me,monthly,vw_cap,1,51,8,2009-12-31,0.0474289953937963
per,be_me,monthly,vw_cap,1,55,10,2010-01-31,0.0645889386909698
per,be_me,monthly,vw_cap,1,50,8,2010-02-28,0.0102446374637124
per,be_me,monthly,vw_cap,1,54,9,2010-03-31,0.0539092215049856
per,be_me,monthly,vw_cap,1,52,10,2010-04-30,0.0588533776475224
per,be_me,monthly,vw_cap,1,54,9,2010-05-31,-0.00819663481065509
per,be_me,monthly,vw_cap,1,53,9,2010-06-30,-0.0453331187351545
per,be_me,monthly,vw_cap,1,50,8,2010-07-31,0.0226684078549769
per,be_me,monthly,vw_cap,1,53,8,2010-08-31,0.0384506635365135
per,be_me,monthly,vw_cap,1,50,9,2010-09-30,-0.00326145164416841
per,be_me,monthly,vw_cap,1,53,9,2010-10-31,-0.037183699413667
per,be_me,monthly,vw_cap,1,53,10,2010-11-30,-0.0105037195363493
per,be_me,monthly,vw_cap,1,55,11,2010-12-31,0.0238919602424962
per,be_me,monthly,vw_cap,1,55,11,2011-01-31,0.0501659165737063
per,be_me,monthly,vw_cap,1,55,11,2011-02-28,0.0492111697470188
per,be_me,monthly,vw_cap,1,54,9,2011-03-31,0.0162087401317192
per,be_me,monthly,vw_cap,1,48,9,2011-04-30,-0.017793636774633
per,be_me,monthly,vw_cap,1,49,8,2011-05-31,0.0810935754016074
per,be_me,monthly,vw_cap,1,51,10,2011-06-30,0.050769760734464
per,be_me,monthly,vw_cap,1,52,9,2011-07-31,-0.00246238872137483
per,be_me,monthly,vw_cap,1,53,9,2011-08-31,-0.0155136936927099
per,be_me,monthly,vw_cap,1,53,9,2011-09-30,0.0358345081009992
per,be_me,monthly,vw_cap,1,51,9,2011-10-31,-0.0283122234359611
per,be_me,monthly,vw_cap,1,58,9,2011-11-30,0.073891488173225
per,be_me,monthly,vw_cap,1,60,9,2011-12-31,-0.0144703293220897
per,be_me,monthly,vw_cap,1,61,10,2012-01-31,-0.00181911013560519
per,be_me,monthly,vw_cap,1,63,10,2012-02-29,0.0840891622842315
per,be_me,monthly,vw_cap,1,62,9,2012-03-31,-0.0195363407235492
